timestamp,hostname,empresa_id,servidor_id,mac_address,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco,temp_max_cpu,status_temperatura,margem_termica,status_margem,temperatura_ambiente,clima,umidade,fan_principal_rpm,indice_resfriamento,status_resfriamento,throttling,bytes_recv,bytes_sent,pack_recv,pack_sent,packet_loss_internet,latency_min_ms,latency_avg_ms,latency_max_ms,lat_adsb_rastreamento,lat_rastreamento_correlacao,lat_correlacao_rotas,lat_rotas_api,lat_api_bd,lat_bd_sync,rastreamento_mbps,rotas_mbps,correlacao_mbps,api_gateway_mbps,bd_mbps,sync_service_mbps,rastreamento_loss,correlacao_loss,rotas_loss,api_loss,bd_loss,sync_loss,opensky_timestamp,total_aeronaves,avg_adsb_update_seconds,label_24h,label_3d,label_7d
2026-05-24 00:42:59,Server-5,4,18,b4:d7:b0:ff:75:19,192.168.33.168,31.7,38.7,31.3,66.1,estavel,estavel,estavel,86.0,critica,9.0,boa,32.91,chuva forte,71,4098,94.1,ruim,NAO,543287919,256031721,454556,316433,3.59,20,73.4,154,69.67,29.85,29.98,90.2,78.97,68.54,7.47,21.96,3.11,29.64,17.33,21.76,0.36,2.19,1.09,2.2,0.87,2.62,1970-01-01 00:00:01.779100161,186,45.16,00:42,24/05 00h,24/05
2026-05-24 00:43:59,Server-9,1,3,87:f1:f7:23:c6:07,192.168.43.153,27.2,72.0,36.2,54.87,estavel,estavel,estavel,50.9,critica,44.1,boa,29.32,chuva forte,45,4293,83.2,ruim,NAO,796120829,426194465,290700,888578,3.12,7,63.4,131,76.27,16.99,67.16,90.65,91.04,92.15,35.39,8.02,10.73,7.55,32.61,7.37,0.95,1.67,1.2,2.21,0.91,1.86,1970-01-01 00:00:01.773084934,362,27.63,00:43,24/05 00h,24/05
2026-05-24 00:44:59,Server-8,4,16,1c:dd:79:67:c9:2d,192.168.54.162,19.3,28.8,50.1,67.27,estavel,estavel,estavel,82.0,normal,13.0,ruim,18.15,chuva forte,77,2696,91.3,moderada,SIM,813720697,780695057,806631,759069,3.27,25,52.6,191,37.28,59.01,93.2,79.31,39.16,81.51,21.24,45.83,37.22,43.58,40.41,18.22,2.47,0.06,1.44,2.74,2.2,1.21,1970-01-01 00:00:01.757403765,327,20.12,00:44,24/05 00h,24/05
2026-05-24 00:45:59,Server-8,1,19,b2:ad:fa:d0:51:17,192.168.1.145,40.2,63.3,52.5,48.0,estavel,estavel,estavel,45.6,critica,49.4,excelente,33.47,chuva forte,52,4178,64.8,boa,NAO,492703098,365451487,151520,774689,0.45,22,50.9,149,28.18,24.31,44.13,29.71,21.41,63.05,41.56,21.79,48.42,22.2,22.92,32.32,2.64,0.26,0.45,1.39,0.01,1.84,1970-01-01 00:00:01.707130238,381,12.44,00:45,24/05 00h,24/05
2026-05-24 00:46:59,Server-9,3,5,a4:36:38:e3:40:c1,192.168.158.237,72.6,40.3,85.8,33.77,alerta,estavel,alerta,58.3,alta,36.7,boa,30.26,chuva leve,80,4459,61.9,excelente,SIM,291840204,883554648,200834,676309,0.01,26,50.6,119,36.75,95.34,97.39,47.43,17.58,98.26,6.16,47.45,25.26,22.65,40.54,20.16,1.0,1.25,1.36,0.94,2.5,0.06,1970-01-01 00:00:01.770783282,394,12.3,00:46,24/05 00h,24/05
2026-05-24 00:47:59,Server-8,4,15,05:82:c5:55:32:5a,192.168.66.173,54.5,83.0,98.2,21.43,estavel,alerta,critico,86.5,alta,8.5,boa,28.14,céu limpo,61,3043,79.5,boa,NAO,665550494,471752768,697158,362498,4.29,10,29.5,100,69.95,73.04,54.39,96.49,25.57,39.78,30.93,34.04,1.6,43.28,37.99,17.88,1.87,0.71,0.86,1.57,1.88,1.05,1970-01-01 00:00:01.767435710,179,58.84,00:47,24/05 00h,24/05
2026-05-24 00:48:59,Server-9,3,12,ee:45:75:12:a4:27,192.168.251.73,94.5,72.1,20.1,37.77,critico,estavel,estavel,66.7,normal,28.3,ruim,25.9,nublado,31,1469,65.8,excelente,SIM,262638847,364390061,515530,581531,3.92,22,45.1,177,58.75,94.33,75.19,27.83,83.67,79.46,22.58,19.58,42.38,36.95,46.72,20.79,0.83,2.64,1.68,0.38,2.78,1.07,1970-01-01 00:00:01.743321288,489,40.14,00:48,24/05 00h,24/05
2026-05-24 00:49:59,Server-2,5,19,ec:41:c6:20:99:b3,192.168.100.106,75.9,36.5,67.6,40.0,alerta,estavel,estavel,48.6,critica,46.4,boa,33.31,nublado,77,2726,84.2,moderada,NAO,273266484,684617275,821470,665237,3.93,27,50.1,87,71.29,51.72,73.44,60.36,81.3,66.23,33.84,25.92,42.51,4.64,19.79,3.46,2.89,0.56,1.61,1.68,0.06,2.88,1970-01-01 00:00:01.724828107,292,29.39,00:49,24/05 00h,24/05
2026-05-24 00:50:59,Server-2,2,18,d0:1e:71:e3:2c:2b,192.168.4.224,46.5,43.0,71.4,46.37,estavel,estavel,estavel,62.9,alta,32.1,excelente,23.64,céu limpo,64,4310,54.0,moderada,NAO,543325750,747886545,692900,483156,4.85,26,44.8,138,87.03,22.26,36.7,52.89,55.19,23.5,23.65,6.13,32.34,20.81,22.69,19.71,1.66,2.45,1.99,1.2,2.53,0.73,1970-01-01 00:00:01.788695890,314,28.87,00:50,24/05 00h,24/05
2026-05-24 00:51:59,Server-4,3,6,13:d1:c2:15:04:3c,192.168.49.150,39.1,74.0,36.3,50.2,estavel,estavel,estavel,76.3,normal,18.7,ruim,18.89,céu limpo,90,1924,81.9,moderada,NAO,469291043,376434774,195903,538970,0.99,6,39.0,86,66.46,88.07,95.67,21.37,84.99,53.87,13.92,26.29,5.44,7.53,16.09,35.61,1.59,2.74,2.69,2.65,1.61,0.62,1970-01-01 00:00:01.707717711,190,30.59,00:51,24/05 00h,24/05
2026-05-24 00:52:59,Server-7,2,1,46:1d:c5:72:87:de,192.168.40.15,31.6,78.2,34.9,51.77,estavel,alerta,estavel,89.9,normal,5.1,excelente,32.58,chuva forte,49,2710,76.8,excelente,SIM,413834738,692011057,388312,748715,4.35,18,48.7,167,54.63,76.69,83.4,34.09,99.3,81.38,9.27,12.03,28.59,22.76,5.54,16.76,0.75,2.0,2.05,2.73,2.76,2.68,1970-01-01 00:00:01.705400145,353,5.28,00:52,24/05 00h,24/05
2026-05-24 00:53:59,Server-3,5,13,47:d5:fe:b5:e4:e8,192.168.239.205,57.0,79.0,61.9,34.03,estavel,alerta,estavel,88.4,alta,6.6,ruim,34.41,chuva forte,57,3460,93.2,boa,NAO,287696116,280992311,359465,627959,2.33,17,70.3,138,72.55,58.57,84.35,45.81,66.78,36.18,24.5,38.67,27.53,5.55,34.43,29.48,2.41,0.1,1.55,1.35,1.18,2.51,1970-01-01 00:00:01.700593684,140,30.04,00:53,24/05 00h,24/05
2026-05-24 00:54:59,Server-8,2,11,0b:17:2d:64:28:d4,192.168.18.48,20.0,87.7,69.9,40.8,estavel,alerta,estavel,36.1,critica,58.9,boa,29.34,chuva leve,48,4145,50.0,moderada,NAO,592492026,385423908,240777,369026,2.77,23,75.7,84,30.8,10.09,58.06,28.67,32.99,99.62,16.58,30.53,16.39,19.79,33.28,2.95,0.78,1.86,2.82,1.07,2.54,1.67,1970-01-01 00:00:01.743653778,253,40.72,00:54,24/05 00h,24/05
2026-05-24 00:55:59,Server-7,3,5,ed:8a:24:0c:d0:28,192.168.64.212,69.9,66.1,65.7,32.77,estavel,estavel,estavel,48.7,alta,46.3,boa,33.06,céu limpo,81,2049,94.4,moderada,SIM,329837156,596090201,391189,258350,1.8,23,68.3,181,92.33,69.63,56.54,76.35,29.91,85.88,39.16,30.09,2.55,14.26,49.3,43.93,1.47,1.63,1.8,2.79,0.8,0.15,1970-01-01 00:00:01.752668267,60,1.89,00:55,24/05 00h,24/05
2026-05-24 00:56:59,Server-9,4,15,6c:c9:6e:4b:e6:8f,192.168.162.136,52.6,49.9,90.2,35.77,estavel,estavel,alerta,81.2,normal,13.8,excelente,34.06,chuva forte,92,2464,54.6,excelente,NAO,167011970,791805378,254774,337451,2.93,18,34.4,179,97.38,60.75,53.95,43.2,27.85,13.53,48.8,33.77,5.79,37.16,15.26,29.56,1.84,0.64,1.05,1.14,1.24,2.17,1970-01-01 00:00:01.726525384,370,29.78,00:56,24/05 00h,24/05
2026-05-24 00:57:59,Server-7,5,11,0c:f5:bc:2d:4e:ae,192.168.216.43,79.6,75.5,55.5,29.8,alerta,alerta,estavel,80.2,critica,14.8,excelente,21.39,nublado,56,2447,98.8,excelente,NAO,693160632,840256777,540912,280199,0.89,22,27.4,153,68.3,30.04,20.98,36.53,35.36,49.32,47.53,3.25,27.75,24.41,28.71,12.56,0.69,0.44,1.26,2.78,2.54,1.72,1970-01-01 00:00:01.742337898,156,20.39,00:57,24/05 00h,24/05
2026-05-24 00:58:59,Server-9,3,9,7a:55:ee:d6:40:e3,192.168.33.73,97.5,94.2,77.9,10.13,critico,critico,estavel,37.2,normal,57.8,boa,25.89,nublado,71,3226,84.1,boa,NAO,539677139,203584553,753323,587627,0.64,29,34.0,127,25.03,93.89,57.11,13.05,25.93,12.06,15.6,2.8,12.69,19.0,40.3,4.21,0.95,2.42,0.08,2.37,2.4,1.41,1970-01-01 00:00:01.707302049,321,37.64,00:58,24/05 00h,24/05
2026-05-24 00:59:59,Server-2,5,4,8f:31:5c:2d:69:73,192.168.23.8,13.2,66.3,95.9,41.53,estavel,estavel,critico,85.4,critica,9.6,excelente,16.96,chuva leve,63,1449,91.6,ruim,SIM,396494963,718972624,380809,686995,1.58,21,49.4,181,75.28,74.95,25.08,16.58,22.53,10.62,9.02,39.58,13.5,30.14,43.87,17.45,2.32,1.99,1.24,0.18,1.58,1.1,1970-01-01 00:00:01.775907762,38,43.79,00:59,24/05 00h,24/05
2026-05-24 01:00:59,Server-8,3,19,8a:8e:ad:39:6c:9a,192.168.94.12,53.7,88.7,86.7,23.63,estavel,alerta,alerta,41.5,normal,53.5,excelente,19.58,nublado,65,3103,89.8,excelente,SIM,443212454,677416797,133606,363753,3.16,23,33.8,188,95.24,61.08,74.86,55.18,33.8,36.28,3.47,15.49,37.28,33.21,3.43,45.93,0.2,0.81,1.88,1.45,2.03,2.07,1970-01-01 00:00:01.743359442,308,45.66,01:00,24/05 01h,24/05
2026-05-24 01:01:59,Server-7,4,10,68:0e:06:46:26:1f,192.168.207.152,7.7,59.2,83.7,49.8,estavel,estavel,alerta,59.3,critica,35.7,ruim,27.19,nublado,90,3307,63.4,ruim,SIM,217247592,346829878,633059,303823,1.7,12,75.6,171,85.47,59.05,43.02,46.39,22.26,52.11,15.8,11.89,8.2,14.8,22.75,35.49,0.56,0.63,0.31,2.37,0.83,1.0,1970-01-01 00:00:01.716658249,310,34.73,01:01,24/05 01h,24/05
2026-05-24 01:02:59,Server-10,1,11,1a:55:70:7e:37:cc,192.168.94.221,89.1,85.4,46.1,26.47,alerta,alerta,estavel,83.2,critica,11.8,ruim,18.82,chuva forte,67,3531,82.5,ruim,SIM,380709244,393907800,608211,692123,2.01,14,70.9,152,10.8,52.18,33.26,62.81,38.64,83.49,6.17,12.57,16.09,25.48,3.48,40.83,0.23,1.51,0.15,0.92,1.67,0.06,1970-01-01 00:00:01.736666811,167,21.73,01:02,24/05 01h,24/05
2026-05-24 01:03:59,Server-6,3,3,9a:1b:da:43:e2:ea,192.168.42.129,21.3,17.5,48.4,70.93,estavel,estavel,estavel,64.9,critica,30.1,ruim,29.96,nublado,100,3542,88.1,ruim,SIM,446597834,596202349,699599,519122,2.76,22,65.8,190,41.03,63.09,96.66,15.36,84.59,47.26,48.94,19.6,38.06,27.74,45.2,41.67,1.78,2.61,1.17,0.47,0.86,2.96,1970-01-01 00:00:01.762806180,153,17.63,01:03,24/05 01h,24/05
2026-05-24 01:04:59,Server-2,3,17,b3:71:01:e1:8b:cd,192.168.159.185,92.8,13.2,76.8,39.07,critico,estavel,estavel,66.3,critica,28.7,boa,27.59,nublado,68,2837,57.9,excelente,SIM,585993863,700665424,740411,743795,3.87,12,75.0,119,55.22,96.13,50.67,82.41,65.17,18.19,21.31,29.07,40.71,47.78,16.31,4.94,1.53,0.99,0.57,2.33,0.06,1.98,1970-01-01 00:00:01.722753563,190,42.96,01:04,24/05 01h,24/05
2026-05-24 01:05:59,Server-3,3,17,f2:37:d0:63:a4:d7,192.168.214.168,86.0,85.1,64.8,21.37,alerta,alerta,estavel,76.0,alta,19.0,boa,30.19,chuva leve,78,3725,69.1,boa,SIM,343072881,194045411,580630,141049,0.58,5,77.4,172,16.62,94.96,44.28,62.96,89.02,53.33,42.9,15.61,19.61,2.05,18.04,16.69,0.37,1.67,0.44,2.5,0.34,1.16,1970-01-01 00:00:01.767843031,343,31.51,01:05,24/05 01h,24/05
2026-05-24 01:06:59,Server-4,2,8,02:b2:73:32:8a:52,192.168.101.187,33.9,31.0,30.3,68.27,estavel,estavel,estavel,59.4,critica,35.6,boa,25.01,chuva leve,36,2896,41.8,boa,NAO,638800512,140348626,116867,661045,2.15,24,32.7,135,98.32,89.82,49.48,36.43,34.04,42.59,43.75,4.71,2.51,44.71,17.68,7.03,1.74,0.89,0.52,2.02,2.22,0.68,1970-01-01 00:00:01.735621675,400,43.37,01:06,24/05 01h,24/05
2026-05-24 01:07:59,Server-4,1,2,2f:c7:59:6d:e6:99,192.168.114.163,28.3,41.9,91.9,45.97,estavel,estavel,alerta,91.1,alta,3.9,excelente,28.05,chuva forte,73,4007,89.0,ruim,SIM,649515081,291076848,315611,590997,2.04,20,39.1,180,14.65,23.54,14.98,65.6,71.09,48.66,21.4,1.52,20.21,12.98,45.33,12.37,1.39,2.68,0.61,1.62,2.53,2.16,1970-01-01 00:00:01.707601579,39,27.39,01:07,24/05 01h,24/05
2026-05-24 01:08:59,Server-2,4,15,55:d5:33:61:07:93,192.168.112.231,33.7,76.4,31.6,52.77,estavel,alerta,estavel,61.3,critica,33.7,ruim,16.54,chuva leve,34,4059,73.4,moderada,SIM,132962524,438492553,165339,480026,1.89,22,42.2,179,23.06,49.12,15.24,97.73,73.36,12.86,10.52,42.45,48.02,45.68,26.38,25.46,0.49,2.77,2.29,1.9,0.89,0.31,1970-01-01 00:00:01.766010404,224,54.7,01:08,24/05 01h,24/05
2026-05-24 01:09:59,Server-2,5,9,32:b8:9e:6a:9d:c1,192.168.71.233,42.8,37.5,49.3,56.8,estavel,estavel,estavel,81.6,normal,13.4,ruim,27.27,céu limpo,33,3402,76.9,moderada,SIM,541806079,672611753,159335,152255,3.26,30,55.0,85,32.96,93.97,71.86,24.27,51.91,36.62,35.07,16.74,19.98,9.46,49.82,40.21,2.12,1.51,1.19,2.48,1.66,2.34,1970-01-01 00:00:01.738203780,219,26.14,01:09,24/05 01h,24/05
2026-05-24 01:10:59,Server-2,2,16,1c:01:f7:84:f7:ea,192.168.101.214,98.5,30.4,96.0,25.03,critico,estavel,critico,64.1,critica,30.9,boa,32.0,céu limpo,94,1950,47.3,ruim,NAO,582349645,152467571,118621,253612,3.63,25,53.0,153,87.09,15.62,98.28,90.14,37.23,97.64,1.5,27.58,49.87,8.34,36.49,47.76,2.0,2.18,2.42,1.4,0.48,1.48,1970-01-01 00:00:01.736737216,67,45.86,01:10,24/05 01h,24/05
2026-05-24 01:11:59,Server-8,4,9,7a:ec:03:d9:7b:09,192.168.220.161,11.3,26.5,36.4,75.27,estavel,estavel,estavel,58.6,alta,36.4,excelente,30.24,chuva forte,63,4141,85.5,excelente,SIM,248324607,111652894,169317,219328,3.45,8,57.7,113,65.27,92.97,70.08,14.02,51.52,17.12,30.93,35.65,23.91,46.01,38.01,32.29,0.67,1.35,1.8,0.47,2.02,1.5,1970-01-01 00:00:01.712509968,273,11.95,01:11,24/05 01h,24/05
2026-05-24 01:12:59,Server-7,2,8,d5:ce:12:cc:21:64,192.168.118.116,52.4,72.6,53.7,40.43,estavel,estavel,estavel,37.3,critica,57.7,boa,24.11,céu limpo,69,3798,76.2,ruim,SIM,479174479,179579520,311840,419395,2.25,22,41.9,102,55.66,65.9,24.63,48.79,47.58,31.48,14.4,10.03,38.66,5.84,20.91,16.15,0.54,0.22,1.18,0.7,1.98,1.13,1970-01-01 00:00:01.721062986,298,7.34,01:12,24/05 01h,24/05
2026-05-24 01:13:59,Server-5,4,7,7d:19:f0:10:e6:c7,192.168.102.88,48.3,85.8,50.7,38.4,estavel,alerta,estavel,43.9,critica,51.1,boa,19.65,chuva forte,96,1573,55.3,moderada,NAO,745629345,853311118,369960,582933,1.23,24,20.6,196,58.1,79.43,33.06,72.36,35.89,60.51,41.31,13.82,31.19,25.73,27.4,18.22,0.24,0.71,1.03,1.47,1.53,0.59,1970-01-01 00:00:01.758806039,331,12.73,01:13,24/05 01h,24/05
2026-05-24 01:14:59,Server-5,1,4,56:c5:05:ea:72:9d,192.168.168.193,61.8,48.8,32.0,52.47,estavel,estavel,estavel,61.0,alta,34.0,ruim,18.89,nublado,71,3181,94.1,ruim,SIM,166275085,479809871,535669,259690,1.71,15,72.3,169,62.97,72.67,64.12,34.28,31.9,85.28,3.15,49.96,19.38,18.74,10.96,10.71,1.91,0.81,1.07,2.55,0.88,2.48,1970-01-01 00:00:01.753400222,415,41.01,01:14,24/05 01h,24/05
2026-05-24 01:15:59,Server-8,4,3,83:bb:fa:28:26:64,192.168.145.100,85.4,45.7,74.0,31.63,alerta,estavel,estavel,64.5,critica,30.5,ruim,21.7,chuva leve,63,3836,83.0,boa,SIM,430619702,807059827,881620,178842,1.21,13,60.3,89,93.87,81.48,25.42,61.21,38.12,67.5,42.95,12.03,2.01,31.83,34.05,17.94,1.36,0.82,0.04,1.02,2.92,2.83,1970-01-01 00:00:01.714100279,257,36.86,01:15,24/05 01h,24/05
2026-05-24 01:16:59,Server-4,4,15,59:e6:1b:7e:60:f6,192.168.35.49,21.2,31.4,39.4,69.33,estavel,estavel,estavel,45.7,critica,49.3,excelente,30.95,chuva leve,40,1562,71.8,ruim,NAO,598321969,762641774,382737,127055,0.59,11,75.2,135,76.15,78.92,50.34,48.85,40.61,22.94,1.58,46.43,23.85,20.54,20.17,7.14,1.54,0.38,0.24,0.03,0.71,1.11,1970-01-01 00:00:01.787724904,43,39.43,01:16,24/05 01h,24/05
2026-05-24 01:17:59,Server-3,4,1,04:46:99:04:a3:7f,192.168.74.203,20.1,70.4,95.2,38.1,estavel,estavel,critico,78.2,normal,16.8,excelente,29.35,céu limpo,36,2788,77.2,excelente,NAO,684629812,140420916,345685,151175,0.4,9,31.7,156,97.28,64.8,32.96,75.4,95.75,94.65,31.59,43.6,14.81,32.88,10.77,37.08,2.63,2.58,1.72,2.28,0.8,2.46,1970-01-01 00:00:01.724651823,116,37.84,01:17,24/05 01h,24/05
2026-05-24 01:18:59,Server-1,3,14,bd:d0:5b:c6:4c:c1,192.168.132.23,42.4,76.2,74.4,35.67,estavel,alerta,estavel,53.9,alta,41.1,ruim,16.29,nublado,74,1312,54.2,ruim,SIM,427275230,457295840,332432,734104,4.1,24,21.2,190,17.27,45.32,64.75,59.87,66.3,21.82,48.55,30.5,29.45,43.41,47.41,18.03,1.62,1.43,2.55,2.43,1.6,2.08,1970-01-01 00:00:01.705265106,49,36.48,01:18,24/05 01h,24/05
2026-05-24 01:19:59,Server-9,5,7,61:ea:91:f4:70:77,192.168.10.243,28.0,55.4,80.7,45.3,estavel,estavel,alerta,94.2,critica,0.8,excelente,22.39,nublado,85,4258,54.7,ruim,NAO,543338513,663429183,385733,318970,4.31,19,64.0,137,73.83,80.42,34.97,98.08,99.58,97.86,30.71,15.85,2.61,46.9,5.52,31.61,2.36,1.63,2.67,2.32,1.78,1.12,1970-01-01 00:00:01.740311626,32,21.75,01:19,24/05 01h,24/05
2026-05-24 01:20:59,Server-2,4,11,1c:8f:2e:8e:c5:7a,192.168.5.198,62.4,14.1,81.8,47.23,estavel,estavel,alerta,43.7,alta,51.3,boa,18.51,chuva forte,83,2007,65.5,boa,NAO,434087410,744760774,874844,200207,4.31,17,51.5,147,83.5,40.53,70.53,28.32,56.96,74.68,12.14,7.06,19.46,25.82,44.17,5.4,2.15,1.96,0.53,0.94,2.18,0.88,1970-01-01 00:00:01.792205980,401,6.98,01:20,24/05 01h,24/05
2026-05-24 01:21:59,Server-9,3,14,57:72:35:a1:e3:59,192.168.213.182,81.7,25.3,23.5,56.5,alerta,estavel,estavel,55.5,alta,39.5,boa,21.55,céu limpo,87,2945,47.0,excelente,NAO,287011696,517219835,558817,226888,4.22,26,60.4,105,72.21,30.6,62.82,76.35,31.71,17.91,3.49,43.14,9.51,7.29,43.68,27.03,1.89,0.18,1.68,2.82,0.61,1.87,1970-01-01 00:00:01.756871179,469,6.76,01:21,24/05 01h,24/05
2026-05-24 01:22:59,Server-8,1,7,54:d2:12:c8:30:10,192.168.55.177,68.7,97.0,23.3,37.0,estavel,critico,estavel,37.0,alta,58.0,excelente,18.98,chuva leve,59,1978,74.4,moderada,SIM,703599056,848052455,576036,637323,1.25,30,78.8,148,55.42,69.46,28.8,87.78,33.41,43.33,27.45,2.88,49.17,2.81,45.11,1.25,2.9,0.13,2.34,0.26,0.71,2.88,1970-01-01 00:00:01.748349480,108,47.18,01:22,24/05 01h,24/05
2026-05-24 01:23:59,Server-6,3,12,22:10:8e:5a:01:65,192.168.127.13,29.0,69.3,64.0,45.9,estavel,estavel,estavel,50.5,alta,44.5,excelente,27.39,chuva leve,96,3916,43.0,excelente,SIM,751586567,105845056,858806,783579,0.26,30,67.1,102,11.91,61.24,13.63,33.04,42.43,95.55,21.0,29.95,3.78,39.25,17.87,17.44,0.01,0.26,2.89,1.25,2.87,0.44,1970-01-01 00:00:01.706456563,282,3.78,01:23,24/05 01h,24/05
2026-05-24 01:24:59,Server-1,5,9,8c:f0:36:31:8a:2a,192.168.83.219,88.4,24.1,55.4,44.03,alerta,estavel,estavel,52.6,normal,42.4,boa,18.49,nublado,87,1718,88.6,moderada,SIM,886576083,622924635,798607,783872,0.11,30,42.5,87,18.05,75.39,56.96,80.1,46.45,92.68,46.79,34.23,17.36,47.22,26.87,26.32,2.15,1.67,1.88,1.46,2.92,1.93,1970-01-01 00:00:01.789335399,286,5.76,01:24,24/05 01h,24/05
2026-05-24 01:25:59,Server-3,3,12,96:ae:6c:b3:fd:c4,192.168.153.206,44.0,63.7,48.6,47.9,estavel,estavel,estavel,40.1,critica,54.9,ruim,26.11,nublado,42,4211,78.5,boa,SIM,841252087,495999680,735236,678176,1.08,14,64.8,155,95.15,33.34,57.65,71.3,76.23,60.07,17.01,35.68,34.09,10.74,31.32,13.87,2.78,1.35,1.6,0.32,2.82,2.13,1970-01-01 00:00:01.740854468,371,28.62,01:25,24/05 01h,24/05
2026-05-24 01:26:59,Server-9,1,1,3f:75:21:61:a5:29,192.168.200.147,73.6,95.7,31.5,33.07,alerta,critico,estavel,58.6,alta,36.4,excelente,16.81,chuva leve,46,2531,71.4,boa,SIM,827307506,562141632,588961,189194,3.74,8,24.2,131,85.08,82.13,99.12,57.08,27.52,81.8,4.71,8.86,11.34,39.59,28.12,19.61,2.01,2.05,0.23,0.11,0.32,1.14,1970-01-01 00:00:01.769522356,490,3.73,01:26,24/05 01h,24/05
2026-05-24 01:27:59,Server-6,3,6,36:0e:f0:8e:77:a7,192.168.65.175,21.1,95.1,28.8,51.67,estavel,critico,estavel,94.0,alta,1.0,ruim,26.01,chuva forte,94,3029,59.4,moderada,SIM,315580192,135793289,457161,842622,2.04,11,28.9,156,28.24,81.84,48.98,91.55,90.62,88.51,35.14,39.69,27.4,6.53,34.14,31.33,2.45,1.68,1.29,0.98,2.12,1.04,1970-01-01 00:00:01.778796283,233,7.76,01:27,24/05 01h,24/05
2026-05-24 01:28:59,Server-9,1,5,1f:d9:0e:80:d1:ed,192.168.132.166,52.0,69.0,70.1,36.3,estavel,estavel,estavel,66.2,alta,28.8,boa,23.98,céu limpo,38,1872,95.1,excelente,NAO,673894658,558680284,356822,841893,2.1,6,64.0,97,40.91,88.53,98.31,20.84,46.41,24.0,41.59,24.29,27.79,43.72,13.29,36.61,0.46,1.48,2.84,0.11,2.45,2.94,1970-01-01 00:00:01.740194624,68,52.39,01:28,24/05 01h,24/05
2026-05-24 01:29:59,Server-7,4,6,ca:a6:40:3b:95:e8,192.168.145.156,63.2,29.9,33.0,57.97,estavel,estavel,estavel,60.8,alta,34.2,excelente,15.33,céu limpo,50,1828,93.3,moderada,SIM,523471476,879060065,676696,529655,0.53,14,71.1,182,94.69,51.01,20.16,71.86,11.97,70.76,6.6,11.75,5.12,6.64,3.59,31.96,1.39,0.15,2.25,2.96,0.47,0.68,1970-01-01 00:00:01.737389656,71,9.61,01:29,24/05 01h,24/05
2026-05-24 01:30:59,Server-10,5,14,a8:e1:91:65:c4:99,192.168.111.201,99.6,20.2,70.0,36.73,critico,estavel,estavel,91.1,normal,3.9,boa,27.93,nublado,75,3243,74.1,boa,NAO,800089655,482280647,306271,334481,0.63,14,68.2,122,50.86,80.61,15.49,36.86,68.81,86.06,44.05,42.31,37.77,10.29,2.11,46.9,2.63,1.99,0.41,0.26,0.55,2.72,1970-01-01 00:00:01.702237647,62,54.29,01:30,24/05 01h,24/05
2026-05-24 01:31:59,Server-8,1,5,db:b8:bb:e2:b5:bb,192.168.195.72,19.3,95.4,98.9,28.8,estavel,critico,critico,58.8,normal,36.2,boa,19.67,chuva leve,93,1291,87.1,excelente,SIM,546614572,482905358,159398,612952,2.56,23,68.4,82,84.32,26.56,13.74,14.33,45.22,96.19,22.82,1.01,11.72,14.66,18.71,39.22,0.86,0.42,1.66,1.09,0.16,2.26,1970-01-01 00:00:01.780757374,261,13.5,01:31,24/05 01h,24/05
2026-05-24 01:32:59,Server-10,3,12,57:8f:e9:99:41:b0,192.168.110.101,58.2,49.0,85.1,35.9,estavel,estavel,alerta,46.3,critica,48.7,excelente,26.43,nublado,87,3737,73.8,moderada,NAO,141615758,792688566,264416,127152,4.23,29,25.6,110,22.88,82.93,57.38,59.51,76.57,81.08,23.29,5.58,37.41,2.93,41.55,21.94,1.55,2.25,2.93,0.61,2.77,0.23,1970-01-01 00:00:01.774323456,279,9.94,01:32,24/05 01h,24/05
2026-05-24 01:33:59,Server-1,2,9,f0:87:09:b0:5e:8b,192.168.250.244,65.7,71.3,48.8,38.07,estavel,estavel,estavel,83.8,critica,11.2,ruim,21.73,chuva leve,79,4379,81.0,moderada,SIM,735595884,826249401,374855,373701,0.15,14,65.1,118,68.76,37.98,73.62,81.98,73.5,91.13,23.37,36.01,21.44,12.13,20.02,5.66,1.21,2.13,0.46,2.24,0.28,0.15,1970-01-01 00:00:01.734779765,360,49.2,01:33,24/05 01h,24/05
2026-05-24 01:34:59,Server-3,3,15,8d:91:f5:36:b9:4b,192.168.237.39,51.8,27.4,46.6,58.07,estavel,estavel,estavel,36.7,critica,58.3,boa,29.83,chuva forte,67,3883,42.4,excelente,SIM,497604663,311321070,588920,170797,1.76,17,25.8,109,95.68,75.31,92.29,72.96,63.77,46.73,3.2,22.13,31.25,47.72,32.5,9.58,0.78,2.83,1.37,1.18,2.53,1.67,1970-01-01 00:00:01.725838345,443,8.03,01:34,24/05 01h,24/05
2026-05-24 01:35:59,Server-2,1,17,18:21:2e:f7:28:27,192.168.240.195,69.5,23.6,81.4,41.83,estavel,estavel,alerta,79.6,normal,15.4,excelente,30.01,nublado,61,2302,74.4,ruim,NAO,170949124,130044583,436865,360934,0.79,9,39.5,178,66.3,27.92,16.3,51.29,48.55,88.04,42.07,4.83,26.25,47.1,18.9,35.14,1.14,0.57,2.86,2.6,1.1,2.55,1970-01-01 00:00:01.780593736,358,52.2,01:35,24/05 01h,24/05
