timestamp,cpu_percent,memory_available_gb,disk_usage_percent,swap_percent,iowait_percent,active_processes,net_bytes_sent,net_bytes_recv,latency_ms,packet_loss_percent,throughput_mbps,failed_connections,proc_adsb_cpu,proc_route_cpu,proc_db_cpu,active_flights,aircraft_connected,aircraft_broadcast_failures,routes_active,routes_without_update,adsb_update_rate,incident_count,incident_severity,recovery_time_minutes,uptime_percent,tickets_sold,passengers_impacted,delayed_flights,cancelled_flights,estimated_revenue_loss_brl,estimated_operational_cost_brl
2026-03-15 16:00:00,61.5,11.83,68.77,41.95,5.22,199,113007823,142486552,60.03,0.53,114.7,5,15.6,17.69,6.49,108,99,2,153,5,99.09,0,Low,0,100,15426,623,5,0,72298.64,0.0
2026-03-15 17:00:00,76.23,9.92,68.8,42.07,4.41,238,184247662,226281421,73.06,1.07,197.07,16,30.03,17.68,11.67,155,154,6,183,5,97.86,0,Low,0,100,16921,1723,9,1,431734.14,0.0
2026-03-15 18:00:00,73.73,8.68,68.82,42.22,6.13,246,258369479,346547137,71.04,0.76,268.59,11,19.0,20.59,8.14,132,122,1,184,6,97.74,0,Low,0,100,23325,1428,11,0,311848.43,0.0
2026-03-15 19:00:00,71.56,8.12,68.85,42.38,4.76,251,248553216,300327535,61.07,0.1,243.73,0,24.76,19.48,7.72,130,126,0,166,0,99.71,0,Low,0,100,19434,0,0,0,0.0,0.0
2026-03-15 20:00:00,67.16,10.16,68.89,42.49,5.33,293,206435255,221752044,62.16,0.39,180.24,5,20.79,15.62,7.84,121,120,1,149,1,98.91,0,Low,0,100,19244,144,1,0,12410.44,0.0
2026-03-15 21:00:00,69.39,9.21,68.9,42.63,4.98,237,283292546,302459196,67.29,0.82,243.91,11,20.29,20.79,7.22,123,116,2,170,4,98.34,0,Low,0,100,12752,454,4,0,150112.69,0.0
2026-03-15 22:00:00,59.63,10.62,68.93,42.74,6.17,242,171473374,215547837,56.47,0.14,181.28,2,23.58,13.16,10.81,85,79,0,96,1,99.79,0,Low,0,100,9692,213,1,0,35632.65,0.0
2026-03-15 23:00:00,59.27,10.75,68.96,42.84,6.64,237,154911358,196388223,65.68,1.02,180.67,24,16.3,12.5,7.66,84,79,1,123,7,98.21,0,Low,0,100,8982,1108,9,1,243031.82,0.0
2026-03-16 00:00:00,57.83,10.72,68.98,42.95,5.52,221,144522103,201820402,54.39,0.14,152.2,1,15.19,10.77,8.34,66,63,0,86,0,99.77,0,Low,0,100,11762,0,0,0,0.0,0.0
2026-03-16 01:00:00,49.85,9.6,69.01,43.08,5.72,212,167224207,168572431,59.42,1.09,155.11,6,15.23,11.32,6.61,76,73,4,111,9,95.65,0,Low,0,100,11350,1145,8,0,335585.32,0.0
2026-03-16 02:00:00,49.07,12.19,69.02,43.15,4.24,189,176485707,171836681,49.13,0.33,159.75,1,17.7,13.52,7.51,80,74,1,100,3,99.56,0,Low,0,100,10260,451,3,0,147956.5,0.0
2026-03-16 03:00:00,57.28,11.54,69.06,43.24,6.74,252,148485277,135210441,57.22,0.27,125.45,5,18.88,8.93,9.28,81,79,0,96,0,99.22,0,Low,0,100,11391,0,0,0,0.0,0.0
2026-03-16 04:00:00,56.28,12.85,69.09,43.3,6.03,221,155832846,187771035,64.17,1.13,146.42,6,22.42,12.64,9.7,79,75,4,100,10,96.22,0,Low,0,100,7811,1646,16,3,740043.95,0.0
2026-03-16 05:00:00,55.58,12.23,69.12,43.38,6.68,252,96096531,104363457,54.01,0.06,100,0,18.1,9.73,7.06,87,85,0,103,0,99.93,0,Low,0,100,15197,0,0,0,0.0,0.0
2026-03-16 06:00:00,70.22,10.37,69.15,43.49,5.91,302,183885482,213906205,70.48,0.95,166.27,4,22.21,17.97,8.96,144,136,1,196,4,97.76,0,Low,0,100,25314,1279,7,1,494217.29,0.0
2026-03-16 07:00:00,70.58,11.29,69.18,43.59,5.38,235,180896372,188317359,63.31,0.29,169.35,1,23.88,11.27,12.04,140,132,1,154,1,99.43,0,Low,0,100,12800,133,1,0,12026.58,0.0
2026-03-16 08:00:00,75.4,10.49,69.2,43.7,5.09,258,342575293,316872261,68.13,0.53,296.11,2,28.15,21.36,12.29,146,141,2,197,4,98.65,0,Low,0,100,24166,419,4,0,96377.19,0.0
2026-03-16 09:00:00,71.98,10.5,69.23,43.81,6.31,281,195575804,254108458,102.47,3.98,213.12,95,28.75,15.62,12.88,135,127,21,187,38,92.04,2,Medium,211,98.598,22590,14960,72,7,3557888.01,754398.67
2026-03-16 10:00:00,76.2,9.97,69.26,43.93,4.64,296,291971536,261935491,67.88,0.52,245.51,10,26.16,18.51,12.14,135,126,0,157,4,98.87,0,Low,0,100,23109,1023,5,0,172678.56,0.0
2026-03-16 11:00:00,57.79,11.5,69.3,44.02,5.75,233,294577381,314411770,56.88,0.36,255.02,3,19.95,12.66,9.93,111,105,0,158,2,99.51,0,Low,0,100,19229,127,1,0,48829.59,0.0
2026-03-16 12:00:00,62.08,12.43,69.33,44.09,6.33,244,182177943,220569709,60.76,0.4,215.27,3,22.0,15.96,7.93,109,107,2,139,3,99.0,0,Low,0,100,13871,835,4,0,82868.78,0.0
2026-03-16 13:00:00,54.48,11.77,69.35,44.17,6.54,245,92164826,96128464,57.63,0.51,106.81,12,17.17,12.85,10.71,101,98,2,127,2,98.71,0,Low,0,100,15395,857,4,0,147235.99,0.0
2026-03-16 14:00:00,70.14,10.36,69.38,44.29,4.62,235,223703939,267937215,63.65,0.46,231.11,9,19.0,11.82,9.86,121,119,2,157,2,98.51,0,Low,0,100,12087,420,3,0,58857.22,0.0
2026-03-16 15:00:00,59.52,10.99,69.41,44.39,4.29,222,234441607,403852867,60.8,0.86,289.65,5,21.01,17.28,8.43,122,117,0,135,2,98.57,0,Low,0,100,19404,610,3,0,88117.66,0.0
2026-03-16 16:00:00,63.06,11.28,69.44,44.48,5.55,283,149298751,229024705,58.11,0.19,181.95,0,20.97,17.88,7.08,105,98,0,146,0,99.73,0,Low,0,100,16785,0,0,0,0.0,0.0
2026-03-16 17:00:00,83.0,7.8,69.46,44.65,4.71,278,288593775,353203572,73.57,0.67,325.74,16,25.13,13.94,15.22,147,137,0,212,4,98.15,0,Low,0,100,15220,880,5,0,224952.21,0.0
2026-03-16 18:00:00,73.8,10.06,69.49,44.76,3.98,247,276000743,340803100,68.87,0.86,296.39,9,19.7,12.43,13.76,141,132,2,185,2,96.82,0,Low,0,100,14907,504,3,0,65913.17,0.0
2026-03-16 19:00:00,60.64,11.64,69.53,44.85,5.48,246,182720292,273982211,62.94,0.83,199.55,10,19.62,11.59,9.92,130,125,2,192,6,98.14,0,Low,0,100,14831,1333,10,0,128321.98,0.0
2026-03-16 20:00:00,78.2,10.41,69.55,44.96,3.99,312,167916538,149939316,67.81,0.49,160.86,6,22.96,20.25,11.5,124,123,2,183,1,98.81,0,Low,0,100,19862,111,1,0,46555.45,0.0
2026-03-16 21:00:00,66.3,12.37,69.57,45.04,4.28,200,290143611,291757226,60.04,0.38,272.95,4,21.45,13.45,11.4,127,123,1,153,3,99.25,0,Low,0,100,16891,598,3,0,77367.89,0.0
2026-03-16 22:00:00,56.27,10.5,69.59,45.15,6.29,248,119721481,134625529,59.32,0.61,100,3,14.73,11.1,10.56,77,72,1,113,5,98.5,0,Low,0,100,8301,1400,7,0,321719.26,0.0
2026-03-16 23:00:00,53.91,10.6,69.61,45.25,6.43,224,124064200,176999298,62.38,1.04,132.05,8,14.74,9.72,9.37,94,89,5,127,4,97.94,0,Low,0,100,15597,943,5,0,204694.46,0.0
2026-03-17 00:00:00,52.31,11.73,69.64,45.34,6.71,255,178651424,176407542,61.87,1.04,179.94,11,19.15,8.41,8.8,75,69,3,85,7,96.07,0,Low,0,100,8233,1311,7,1,259595.79,0.0
2026-03-17 01:00:00,55.48,10.38,69.65,45.45,6.15,258,110425896,130533332,56.33,0.38,100,7,15.48,13.91,5.75,83,76,2,96,2,98.56,0,Low,0,100,14275,356,2,0,98948.12,0.0
2026-03-17 02:00:00,47.89,11.48,69.68,45.54,5.57,190,135078769,132282054,54.05,0.7,121.5,8,18.25,8.88,7.67,85,81,2,116,6,98.15,0,Low,0,100,12173,1963,9,1,521951.73,0.0
2026-03-17 03:00:00,53.84,11.74,69.71,45.63,5.32,210,153948677,184389565,56.31,0.6,157.95,3,20.94,14.88,10.18,77,76,2,108,5,98.3,0,Low,0,100,11317,755,7,1,263920.86,0.0
2026-03-17 04:00:00,58.96,10.25,69.73,45.74,5.78,245,89584884,115509325,54.84,0.08,100,0,21.62,11.42,7.75,87,86,0,113,0,99.72,0,Low,0,100,10749,0,0,0,0.0,0.0
2026-03-17 05:00:00,60.39,10.02,69.76,45.86,5.73,276,189154019,192002860,58.64,0.38,181.89,2,19.97,15.19,10.81,81,78,2,114,2,98.86,0,Low,0,100,13988,214,2,0,35773.35,0.0
2026-03-17 06:00:00,75.08,10.84,69.78,45.97,6.76,238,287580274,306891284,67.0,0.18,256.82,1,26.77,16.15,12.57,133,123,0,191,0,99.39,0,Low,0,100,21380,0,0,0,0.0,0.0
2026-03-17 07:00:00,68.79,9.21,69.8,46.1,3.99,256,238941156,306108142,59.25,0.2,244.48,4,24.05,18.85,10.95,138,128,1,173,1,99.34,0,Low,0,100,15127,179,1,0,13768.2,0.0
2026-03-17 08:00:00,77.89,9.56,69.82,46.23,5.27,278,310570796,383997637,72.03,0.74,347.4,9,20.4,22.07,15.4,153,143,0,173,5,99.11,0,Low,0,100,26316,1856,9,1,256416.48,0.0
2026-03-17 09:00:00,78.07,10.87,69.84,46.33,5.87,251,246133986,247976990,66.38,0.07,258.0,1,28.58,19.0,14.59,163,155,0,200,0,99.84,0,Low,0,100,28704,0,0,0,0.0,0.0
2026-03-17 10:00:00,57.95,10.5,69.85,46.44,3.85,205,224781619,289821827,53.37,0.28,218.78,1,20.72,15.51,9.09,104,96,1,126,2,99.1,0,Low,0,100,16265,233,2,0,83202.93,0.0
2026-03-17 11:00:00,70.87,9.3,69.87,46.58,5.32,250,134354016,186203865,61.47,0.1,136.26,0,18.86,15.27,8.72,112,104,0,133,0,99.72,0,Low,0,100,13212,0,0,0,0.0,0.0
2026-03-17 12:00:00,60.53,11.87,69.9,46.66,5.0,268,136284839,171347668,62.69,0.89,148.53,15,20.27,11.5,6.64,117,116,1,131,6,97.27,0,Low,0,100,17861,906,9,1,269820.82,0.0
2026-03-17 13:00:00,70.73,10.58,69.92,46.77,6.16,213,198258708,270990690,70.01,0.83,233.98,15,21.67,11.0,9.29,123,116,1,176,4,97.0,0,Low,0,100,14332,488,4,0,177014.88,0.0
2026-03-17 14:00:00,70.14,8.93,69.94,46.91,4.37,242,164422627,215339919,60.9,0.23,179.15,2,20.56,12.88,9.98,123,119,0,140,1,99.64,0,Low,0,100,18277,0,0,0,0.0,0.0
2026-03-17 15:00:00,64.2,11.59,69.95,47.0,4.77,227,119548750,127284076,64.39,0.87,125.09,14,24.34,13.52,11.28,115,106,4,145,7,97.23,0,Low,0,100,20564,1614,8,1,234264.49,0.0
2026-03-17 16:00:00,72.57,10.25,69.98,47.11,5.01,235,174070706,226752141,66.23,0.52,217.25,8,25.2,13.8,8.25,128,127,0,165,1,98.27,0,Low,0,100,20741,0,0,0,0.0,0.0
2026-03-17 17:00:00,72.58,11.86,70.02,47.19,5.8,258,268569687,272440188,70.6,0.84,289.42,9,27.2,16.97,12.46,159,156,4,184,4,97.57,0,Low,0,100,25397,990,7,1,412585.67,0.0
2026-03-17 18:00:00,69.73,8.77,70.06,47.34,3.89,273,134721096,185295241,68.51,1.08,147.18,17,18.58,12.15,12.5,142,131,1,160,9,98.68,0,Low,0,100,24708,1927,17,3,708870.16,0.0
2026-03-17 19:00:00,67.16,12.33,70.09,47.41,5.15,248,148632416,159684724,69.69,1.17,164.47,11,22.72,15.43,12.56,138,131,5,171,2,95.4,0,Low,0,100,18372,369,3,0,116440.28,0.0
2026-03-17 20:00:00,75.23,9.27,70.12,47.55,5.35,273,116352922,176789616,65.1,0.19,129.58,3,26.68,21.23,13.88,128,126,0,162,0,99.68,0,Low,0,100,13014,0,0,0,0.0,0.0
2026-03-17 21:00:00,65.92,11.43,70.14,47.64,4.64,282,170867483,186787837,66.69,1.02,173.97,6,24.69,19.51,9.9,119,110,6,141,5,96.48,0,Low,0,100,11978,1095,8,0,386419.04,0.0
2026-03-17 22:00:00,54.0,10.69,70.18,47.75,5.41,208,110433014,143216344,61.5,1.1,112.22,17,15.13,15.45,6.3,93,91,1,115,6,96.94,0,Low,0,100,12825,1260,9,0,393731.74,0.0
2026-03-17 23:00:00,50.76,11.76,70.2,47.83,4.23,234,104622909,142832924,58.45,1.16,105.79,3,20.26,9.85,9.75,74,68,4,94,8,97.53,0,Low,0,100,7991,1975,13,1,364354.48,0.0
2026-03-18 00:00:00,55.37,11.54,70.24,47.92,4.52,199,192798424,185478392,56.8,0.68,161.77,5,19.97,11.57,8.43,80,79,2,110,6,98.84,0,Low,0,100,10493,1891,9,0,406015.81,0.0
2026-03-18 01:00:00,53.74,12.18,70.28,48.0,6.46,220,93403182,115311522,57.33,0.54,100,7,17.56,11.22,10.43,67,63,1,80,1,98.94,0,Low,0,100,6921,102,1,0,36550.41,0.0
2026-03-18 02:00:00,57.71,11.87,70.31,48.08,6.11,235,106748056,129912081,61.41,0.76,100.35,11,16.24,11.18,9.85,96,92,4,141,3,99.13,0,Low,0,100,12055,614,3,0,83021.52,0.0
2026-03-18 03:00:00,59.81,12.41,70.34,48.15,5.56,227,109001191,153327511,62.04,0.78,120.17,13,16.79,15.09,11.33,86,81,1,96,1,97.0,0,Low,0,100,10405,0,0,0,0.0,0.0
2026-03-18 04:00:00,49.26,10.8,70.35,48.25,4.76,186,121186129,189898800,51.9,0.52,138.53,10,18.55,8.09,7.43,78,72,2,112,4,99.43,0,Low,0,100,14012,736,7,0,152993.47,0.0
2026-03-18 05:00:00,54.97,11.02,70.38,48.35,5.22,221,136156313,121773689,57.44,0.66,130.73,3,19.33,8.57,9.75,98,92,1,109,1,97.68,0,Low,0,100,10315,174,1,0,37197.82,0.0
2026-03-18 06:00:00,70.41,9.64,70.42,48.48,4.79,221,192745901,177943127,68.66,0.92,187.12,18,23.92,14.11,13.05,130,124,2,153,3,97.52,0,Low,0,100,16807,526,3,0,133908.03,0.0
2026-03-18 07:00:00,71.03,9.23,70.44,48.62,6.29,271,199987932,301533957,68.2,0.61,247.41,10,19.27,11.9,10.52,141,136,3,160,5,98.86,0,Low,0,100,12762,1593,8,1,338724.46,0.0
2026-03-18 08:00:00,83.72,9.3,70.48,48.75,6.21,308,183968053,164483128,70.16,0.06,180.03,0,21.18,18.33,10.44,156,153,0,197,0,99.91,0,Low,0,100,27239,0,0,0,0.0,0.0
2026-03-18 09:00:00,79.18,10.07,70.51,48.87,5.57,241,155466011,163580967,76.2,1.03,149.12,9,25.76,22.73,8.49,149,140,2,200,3,98.54,0,Low,0,100,14880,380,3,0,112659.21,0.0
2026-03-18 10:00:00,57.28,11.33,70.54,48.96,6.13,200,186657648,162432918,62.58,0.9,177.44,11,19.88,15.79,6.11,108,104,0,156,6,96.64,0,Low,0,100,19398,1202,7,1,391151.56,0.0
2026-03-18 11:00:00,58.28,11.62,70.58,49.05,5.85,201,171863010,149285688,63.5,0.98,161.73,14,19.83,12.47,7.58,113,110,4,130,3,98.22,0,Low,0,100,15674,863,5,0,130239.57,0.0
2026-03-18 12:00:00,65.96,9.94,70.59,49.17,4.67,286,299811491,309246840,111.16,5.46,258.66,21,21.85,26.4,10.33,125,122,11,161,44,81.07,5,High,342,97.73,22400,12171,89,18,4749923.35,1340879.73
2026-03-18 13:00:00,63.83,11.39,70.61,49.26,5.45,282,256079812,331896962,100.72,4.42,252.6,91,17.29,26.57,12.49,117,108,7,174,41,90.37,4,High,220,99.406,16592,8043,78,18,3941344.55,691406.93
2026-03-18 14:00:00,65.72,10.34,70.65,49.38,6.04,262,145020582,167727724,129.93,7.14,153.41,23,16.66,20.08,9.83,127,118,16,150,55,92.02,4,High,202,98.112,17209,16018,86,8,2583209.81,829844.25
2026-03-18 15:00:00,66.5,11.62,70.68,49.46,4.08,231,249530842,302029512,96.26,4.02,216.24,81,22.58,22.93,11.18,108,106,12,160,16,87.63,4,High,201,98.009,13282,3238,29,4,1693450.58,716331.9
2026-03-18 16:00:00,68.66,10.14,70.7,49.58,6.7,251,280347099,281583360,99.82,3.86,247.44,94,18.22,23.23,13.66,116,108,22,153,29,85.73,3,High,215,97.671,11415,12614,60,14,3966779.75,848283.09
2026-03-18 17:00:00,71.33,10.04,70.71,49.7,4.98,311,181177495,314007906,120.25,6.0,226.06,116,26.41,19.1,12.32,155,142,12,199,51,79.6,4,High,96,99.368,20356,9990,73,2,2066641.97,559980.35
2026-03-18 18:00:00,74.41,11.47,70.75,49.79,5.55,284,322659726,460384294,101.71,3.87,340.73,64,23.34,19.19,11.33,154,148,6,176,29,88.66,5,High,310,99.745,18982,4312,32,4,1686229.08,1260501.39
2026-03-18 19:00:00,75.67,10.36,70.78,49.9,6.29,302,366898914,302571289,133.52,6.87,316.0,77,25.18,22.32,13.19,143,134,7,207,62,89.49,6,High,110,98.367,21468,16944,79,0,2530688.94,599291.12
2026-03-18 20:00:00,71.59,10.73,70.79,50.01,4.74,304,220763989,191449012,129.3,6.92,195.55,39,24.23,18.25,11.85,130,121,35,190,49,87.28,5,High,63,99.64,21010,14211,89,0,3203639.73,361687.78
2026-03-18 21:00:00,70.78,8.04,70.83,50.17,5.5,225,307486777,382635830,131.62,7.09,278.48,161,22.56,21.26,7.95,114,110,31,155,61,73.43,5,High,128,98.67,18565,11781,80,3,2682236.33,614017.37
2026-03-18 22:00:00,57.53,11.02,70.84,50.27,5.46,193,235153329,206920503,125.92,7.32,196.99,75,21.91,15.67,8.45,84,80,28,107,27,74.64,3,High,184,97.58,14747,6719,37,6,2321196.3,394893.59
2026-03-18 23:00:00,57.41,11.64,70.86,50.35,5.22,208,144746289,198429548,113.09,6.08,157.02,67,18.74,13.42,8.18,73,68,11,87,39,81.29,4,High,282,97.805,9389,6031,31,5,1352831.37,1662525.37
2026-03-19 00:00:00,52.43,10.35,70.88,50.47,5.42,218,96510662,112142950,113.61,6.4,100,129,19.41,18.18,6.77,68,66,31,88,25,92.11,5,High,216,97.754,9524,3236,20,1,522050.09,1224502.81
2026-03-19 01:00:00,62.05,11.2,70.91,50.56,4.12,236,204936699,207924743,99.89,4.65,189.14,106,18.92,19.83,12.2,91,85,9,122,29,93.12,5,High,239,99.712,13737,3572,30,1,1112620.49,968621.55
2026-03-19 02:00:00,60.23,9.74,70.94,50.69,5.26,267,119131495,106920203,105.73,5.17,100,119,15.75,22.8,8.54,79,76,15,113,15,94.58,6,High,340,99.661,7572,2902,22,2,512953.23,1527264.43
2026-03-19 03:00:00,52.62,13.55,70.98,50.74,4.15,257,151091586,218251619,105.59,5.78,163.8,46,16.63,12.98,6.99,75,72,29,102,56,92.4,6,High,210,99.381,9859,9894,98,15,6052962.56,572170.01
2026-03-19 04:00:00,66.1,11.73,71.0,50.82,5.12,214,135919564,183088237,123.1,6.58,131.85,48,18.15,21.26,8.42,94,91,6,115,58,83.11,5,High,134,99.434,8472,10538,81,9,3530944.7,494489.31
2026-03-19 05:00:00,66.12,11.58,71.01,50.91,5.28,287,198501364,203933809,113.93,5.63,186.56,92,22.94,17.37,11.71,86,81,7,121,29,94.18,4,High,142,97.679,14113,5395,34,0,990472.82,216431.1
2026-03-19 06:00:00,77.08,9.67,71.03,51.04,5.74,228,323143677,300834234,134.21,6.94,279.69,121,21.05,29.64,14.32,153,147,22,189,46,82.83,6,High,253,98.987,17169,8684,72,4,2472842.4,544374.35
2026-03-19 07:00:00,83.86,8.91,71.06,51.18,5.97,274,133416832,165341353,142.64,7.34,165.45,155,25.82,24.53,15.88,154,143,9,202,34,88.91,4,High,103,99.33,19351,11828,70,9,2528088.84,172238.35
2026-03-19 08:00:00,74.84,8.89,71.09,51.32,6.6,271,359118018,317885029,144.35,7.95,327.54,149,25.42,30.03,14.49,139,129,39,159,64,74.92,4,High,194,97.921,23731,9088,68,15,3771781.94,938215.49
2026-03-19 09:00:00,76.57,11.92,71.1,51.4,5.62,310,280282513,324003902,121.13,5.68,274.74,46,21.64,18.48,12.19,147,136,18,185,27,87.95,3,High,224,97.526,18187,3733,31,1,778198.09,1245314.86
2026-03-19 10:00:00,67.98,10.67,71.12,51.51,4.55,280,128081355,187377140,103.63,4.6,134.72,81,25.99,24.09,9.5,124,115,22,161,9,94.8,5,High,149,99.38,22216,1515,9,0,360971.38,472475.6
2026-03-19 11:00:00,69.49,11.35,71.15,51.6,6.2,219,140283060,123840994,129.8,6.88,118.87,159,21.96,16.72,7.76,106,97,17,124,22,88.38,6,High,133,98.406,18920,4407,33,5,1728771.55,468168.75
2026-03-19 12:00:00,68.39,8.41,71.17,51.76,4.97,225,141680561,176501412,107.59,4.91,148.24,101,25.53,26.31,13.34,124,119,22,184,11,91.82,4,High,134,98.207,13547,1377,9,0,411416.99,569215.46
2026-03-19 13:00:00,64.94,10.93,71.2,51.86,6.6,198,249417196,229535041,113.53,5.47,219.85,37,21.98,22.87,8.11,98,97,21,129,50,87.9,6,High,104,98.209,16024,9792,54,10,2119499.94,227012.43
2026-03-19 14:00:00,61.46,10.0,71.23,51.98,5.69,250,287215593,336823254,93.66,3.82,254.89,22,18.53,13.61,7.31,116,111,22,132,12,92.46,5,High,120,99.262,11432,2447,14,2,689571.4,456538.83
2026-03-19 15:00:00,57.85,11.75,71.26,52.06,4.17,216,156368667,135167854,98.19,4.72,147.97,60,21.09,22.02,7.11,102,95,10,118,32,94.2,3,High,254,98.003,13832,6716,62,10,2522767.96,482589.28
2026-03-19 16:00:00,71.01,10.95,71.3,52.16,6.1,287,265313181,371339278,127.19,6.54,326.16,69,26.56,20.68,7.47,137,136,10,194,49,82.87,6,High,161,97.708,20914,9388,54,10,2430582.08,716797.05
2026-03-19 17:00:00,71.25,10.45,71.34,52.27,5.75,258,186665259,247967540,131.68,7.03,213.65,61,22.5,22.53,10.44,143,133,11,181,14,79.37,6,High,267,98.299,19167,1432,14,3,544988.49,443901.53
2026-03-19 18:00:00,78.0,10.55,71.37,52.38,6.47,320,201384659,262149651,71.56,0.51,202.13,5,25.49,20.84,12.02,136,125,0,174,1,99.02,0,Low,0,100,22662,102,1,0,30631.2,0.0
2026-03-19 19:00:00,84.34,9.84,71.41,52.51,5.62,276,195659497,254345940,79.76,1.07,227.91,6,28.09,20.75,11.63,146,142,5,160,8,98.32,0,Low,0,100,21709,1785,12,0,332104.58,0.0
2026-03-19 20:00:00,73.13,8.07,71.42,52.67,5.68,258,154997976,216750376,65.52,0.31,184.11,1,24.18,15.39,8.22,123,120,1,138,3,99.12,0,Low,0,100,11493,313,3,0,54988.74,0.0
2026-03-19 21:00:00,62.55,11.37,71.44,52.76,4.43,244,333554791,321758975,62.25,0.81,301.65,16,21.99,12.34,12.4,136,126,4,164,2,98.14,0,Low,0,100,14975,616,3,0,50186.09,0.0
2026-03-19 22:00:00,63.12,9.28,71.47,52.89,5.05,237,126824154,157508187,93.46,3.8,119.42,12,20.64,10.92,6.85,105,103,20,123,13,87.32,2,Medium,224,99.102,13484,2828,14,1,508701.67,901336.8
2026-03-19 23:00:00,60.8,11.29,71.49,52.99,4.45,263,114379903,173532622,62.33,0.92,128.88,17,16.36,18.03,6.46,88,86,4,105,6,96.81,0,Low,0,100,12980,1497,7,0,102300.17,0.0
2026-03-20 00:00:00,52.95,13.12,71.53,53.04,5.64,203,129238943,182968233,54.67,0.44,137.99,8,13.59,11.37,10.15,72,67,1,99,3,99.03,0,Low,0,100,10017,424,4,0,185903.45,0.0
2026-03-20 01:00:00,61.23,11.42,71.55,53.14,4.59,232,167284725,204811311,62.34,0.87,153.63,21,19.2,16.3,11.09,95,89,2,109,2,96.79,0,Low,0,100,15841,276,2,0,76903.96,0.0
2026-03-20 02:00:00,52.55,10.71,71.58,53.24,5.03,188,104863020,137042125,51.27,0.22,102.06,2,20.89,9.56,7.01,66,65,0,97,0,99.43,0,Low,0,100,10087,0,0,0,0.0,0.0
2026-03-20 03:00:00,56.22,11.39,71.6,53.33,6.37,192,118851313,100437423,59.61,0.63,100,6,19.22,15.06,10.23,85,81,2,96,2,98.91,0,Low,0,100,10414,682,4,0,130886.71,0.0
2026-03-20 04:00:00,50.45,14.49,71.63,53.36,5.34,244,143484030,151857221,58.42,1.01,125.68,17,17.45,10.62,7.33,79,75,1,94,7,98.56,0,Low,0,100,12317,1926,9,1,368557.48,0.0
2026-03-20 05:00:00,55.81,9.38,71.64,53.5,4.29,224,139323982,160404792,58.72,0.88,122.37,7,15.93,15.92,7.74,113,111,3,129,8,98.6,0,Low,0,100,17842,2118,12,1,471498.8,0.0
2026-03-20 06:00:00,68.61,10.67,71.66,53.6,5.16,227,139640324,194397793,69.8,1.09,157.87,14,20.17,18.57,9.63,126,116,4,155,2,98.34,0,Low,0,100,19194,532,3,0,40493.12,0.0
2026-03-20 07:00:00,70.27,9.33,71.68,53.74,4.79,207,136450817,147768845,60.16,0.08,148.5,2,24.25,14.99,8.0,136,135,0,194,0,99.81,0,Low,0,100,16808,0,0,0,0.0,0.0
2026-03-20 08:00:00,88.73,10.15,71.72,53.85,4.18,306,448335425,418714422,77.73,0.82,381.79,14,31.89,14.0,12.19,160,152,4,193,7,97.84,0,Low,0,100,23332,870,5,0,211752.21,0.0
2026-03-20 09:00:00,87.76,9.97,71.75,53.97,6.43,232,262124642,402324811,82.53,1.02,326.88,24,23.45,18.01,11.93,160,154,1,233,3,96.93,0,Low,0,100,27643,472,3,0,87354.59,0.0
2026-03-20 10:00:00,69.49,10.09,71.78,54.09,4.09,208,262634871,268325849,66.73,0.89,256.04,4,26.18,20.69,12.6,120,115,1,140,7,97.03,0,Low,0,100,14930,1296,9,0,261816.89,0.0
2026-03-20 11:00:00,71.29,10.07,71.81,54.21,4.74,277,165024053,178504063,67.74,0.79,169.88,8,25.25,15.43,12.65,113,111,1,166,6,98.4,0,Low,0,100,20249,1135,9,0,390576.5,0.0
2026-03-20 12:00:00,50.91,12.89,71.84,54.27,6.52,212,216069882,332675434,55.15,0.48,247.28,11,17.33,13.37,6.91,104,98,0,139,3,98.09,0,Low,0,100,9847,390,3,0,59328.83,0.0
2026-03-20 13:00:00,69.23,9.17,71.87,54.41,4.34,235,232012333,236324245,63.62,0.56,260.0,12,27.17,15.47,13.01,119,109,2,169,2,97.84,0,Low,0,100,11490,165,1,0,14767.21,0.0
2026-03-20 14:00:00,56.6,12.09,71.9,54.49,4.32,185,167348462,215000986,54.25,0.38,158.67,6,16.36,9.14,6.18,108,100,0,151,1,99.0,0,Low,0,100,14091,154,1,0,40978.49,0.0
2026-03-20 15:00:00,62.58,11.55,71.92,54.58,4.16,233,245522181,295459423,63.17,0.94,243.95,8,22.66,9.57,10.94,106,97,2,156,7,98.2,0,Low,0,100,12595,777,7,1,321813.86,0.0
2026-03-20 16:00:00,62.21,10.7,71.96,54.68,5.86,244,149577959,128346842,56.88,0.08,134.18,1,17.08,13.69,11.81,103,101,0,120,0,99.79,0,Low,0,100,17513,0,0,0,0.0,0.0
2026-03-20 17:00:00,71.06,8.92,71.99,54.82,5.52,279,281004064,238776439,66.22,0.53,256.12,9,27.77,17.32,9.47,134,130,2,181,4,99.12,0,Low,0,100,16014,470,3,0,142383.86,0.0
2026-03-20 18:00:00,79.18,9.07,72.01,54.96,4.57,253,146617086,229438841,74.12,0.97,175.01,20,24.85,13.17,10.29,146,136,1,179,4,98.37,0,Low,0,100,20088,730,4,0,56485.55,0.0
