data_hora,hostname,id_empresa,servidor_id,ip,cpu,ram,disco,health_score,status_cpu,status_ram,status_disco
2026-05-23 02:28:03,Gustavo,1,7,192.168.56.1,15.8,82.4,90.2,37.2,estavel,atencao,critico
2026-05-23 02:28:13,Gustavo,1,7,192.168.56.1,43.2,82.8,90.2,27.93,estavel,atencao,critico
2026-05-23 02:28:16,Gustavo,1,7,192.168.56.1,50.7,83.6,90.2,25.17,estavel,atencao,critico
2026-05-23 02:28:26,Gustavo,1,7,192.168.56.1,13.7,83.5,90.2,37.53,estavel,atencao,critico
2026-05-23 02:28:29,Gustavo,1,7,192.168.56.1,14.9,83.5,90.2,37.13,estavel,atencao,critico
2026-05-23 02:28:39,Gustavo,1,7,192.168.56.1,34.2,84.3,90.2,30.43,estavel,atencao,critico
2026-05-23 02:28:42,Gustavo,1,7,192.168.56.1,26.6,84.3,90.2,32.97,estavel,atencao,critico
2026-05-23 02:28:52,Gustavo,1,7,192.168.56.1,43.6,84.2,90.2,27.33,estavel,atencao,critico
2026-05-23 02:28:55,Gustavo,1,7,192.168.56.1,29.1,84.3,90.2,32.13,estavel,atencao,critico
2026-05-23 02:29:05,Gustavo,1,7,192.168.56.1,50.3,84.5,90.2,25.0,estavel,atencao,critico
2026-05-23 02:29:08,Gustavo,1,7,192.168.56.1,18.9,84.6,90.2,35.43,estavel,atencao,critico
2026-05-23 02:29:18,Gustavo,1,7,192.168.56.1,28.5,84.7,90.2,32.2,estavel,atencao,critico
2026-05-23 02:29:21,Gustavo,1,7,192.168.56.1,49.0,84.9,90.2,25.3,estavel,atencao,critico
2026-05-23 02:29:31,Gustavo,1,7,192.168.56.1,15.4,85.0,90.2,36.47,estavel,critico,critico
2026-05-23 02:29:33,Gustavo,1,7,192.168.56.1,15.5,85.0,90.2,36.43,estavel,critico,critico
2026-05-23 02:29:44,Gustavo,1,7,192.168.56.1,18.6,83.8,90.2,35.8,estavel,atencao,critico
2026-05-23 02:29:46,Gustavo,1,7,192.168.56.1,39.7,83.8,90.2,28.77,estavel,atencao,critico
2026-05-23 02:29:57,Gustavo,1,7,192.168.56.1,77.9,84.3,90.2,15.87,atencao,atencao,critico
2026-05-23 02:29:59,Gustavo,1,7,192.168.56.1,33.8,84.8,90.2,30.4,estavel,atencao,critico
2026-05-23 02:30:10,Gustavo,1,7,192.168.56.1,95.5,85.8,90.2,9.5,critico,critico,critico
2026-05-23 02:30:13,Gustavo,1,7,192.168.56.1,62.1,85.9,90.2,20.6,estavel,critico,critico
2026-05-23 02:30:23,Gustavo,1,7,192.168.56.1,60.9,86.6,90.2,20.77,estavel,critico,critico
2026-05-23 02:30:26,Gustavo,1,7,192.168.56.1,45.1,86.9,90.2,25.93,estavel,critico,critico
2026-05-23 02:30:36,Gustavo,1,7,192.168.56.1,30.5,86.0,90.2,31.1,estavel,critico,critico
2026-05-23 02:30:39,Gustavo,1,7,192.168.56.1,17.3,86.1,90.2,35.47,estavel,critico,critico
2026-05-23 02:30:50,Gustavo,1,7,192.168.56.1,23.0,85.6,90.2,33.73,estavel,critico,critico
2026-05-23 02:30:52,Gustavo,1,7,192.168.56.1,20.1,85.5,90.2,34.73,estavel,critico,critico
2026-05-23 02:31:03,Gustavo,1,7,192.168.56.1,19.9,85.7,90.2,34.73,estavel,critico,critico
2026-05-23 02:31:05,Gustavo,1,7,192.168.56.1,23.0,85.8,90.2,33.67,estavel,critico,critico
2026-05-23 02:31:16,Gustavo,1,7,192.168.56.1,49.7,86.8,90.2,24.43,estavel,critico,critico
2026-05-23 02:31:18,Gustavo,1,7,192.168.56.1,36.2,87.2,90.2,28.8,estavel,critico,critico
2026-05-23 02:31:29,Gustavo,1,7,192.168.56.1,23.5,86.8,90.2,33.17,estavel,critico,critico
2026-05-23 02:31:31,Gustavo,1,7,192.168.56.1,33.3,86.6,90.2,29.97,estavel,critico,critico
2026-05-23 02:31:42,Gustavo,1,7,192.168.56.1,9.7,86.4,90.2,37.9,estavel,critico,critico
2026-05-23 02:31:44,Gustavo,1,7,192.168.56.1,20.4,86.4,90.2,34.33,estavel,critico,critico
2026-05-23 02:31:55,Gustavo,1,7,192.168.56.1,20.6,86.4,90.2,34.27,estavel,critico,critico
2026-05-23 02:31:57,Gustavo,1,7,192.168.56.1,21.2,86.4,90.2,34.07,estavel,critico,critico
2026-05-23 02:32:08,Gustavo,1,7,192.168.56.1,49.0,86.8,90.2,24.67,estavel,critico,critico
2026-05-23 02:32:10,Gustavo,1,7,192.168.56.1,75.5,87.0,90.2,15.77,atencao,critico,critico
2026-05-23 02:32:21,Gustavo,1,7,192.168.56.1,32.5,87.0,90.2,30.1,estavel,critico,critico
2026-05-23 02:32:23,Gustavo,1,7,192.168.56.1,30.4,87.0,90.2,30.8,estavel,critico,critico
2026-05-23 02:32:34,Gustavo,1,7,192.168.56.1,12.3,87.3,90.2,36.73,estavel,critico,critico
2026-05-23 02:32:36,Gustavo,1,7,192.168.56.1,28.0,87.4,90.2,31.47,estavel,critico,critico
2026-05-23 02:32:47,Gustavo,1,7,192.168.56.1,34.4,87.5,90.2,29.3,estavel,critico,critico
2026-05-23 02:32:49,Gustavo,1,7,192.168.56.1,21.4,87.5,90.2,33.63,estavel,critico,critico
2026-05-23 02:33:00,Gustavo,1,7,192.168.56.1,9.8,87.0,90.2,37.67,estavel,critico,critico
2026-05-23 02:33:02,Gustavo,1,7,192.168.56.1,13.3,87.2,90.2,36.43,estavel,critico,critico
2026-05-23 02:33:13,Gustavo,1,7,192.168.56.1,42.6,88.4,90.2,26.27,estavel,critico,critico
2026-05-23 02:33:15,Gustavo,1,7,192.168.56.1,41.6,88.7,90.2,26.5,estavel,critico,critico
2026-05-23 02:33:26,Gustavo,1,7,192.168.56.1,24.7,85.6,90.2,33.17,estavel,critico,critico
2026-05-23 02:33:28,Gustavo,1,7,192.168.56.1,37.6,85.6,90.2,28.87,estavel,critico,critico
2026-05-23 02:33:39,Gustavo,1,7,192.168.56.1,41.8,86.8,90.2,27.07,estavel,critico,critico
2026-05-23 02:33:41,Gustavo,1,7,192.168.56.1,20.6,86.8,90.2,34.13,estavel,critico,critico
2026-05-23 02:33:52,Gustavo,1,7,192.168.56.1,13.8,86.9,90.2,36.37,estavel,critico,critico
2026-05-23 02:33:54,Gustavo,1,7,192.168.56.1,50.3,86.9,90.2,24.2,estavel,critico,critico
2026-05-23 02:34:05,Gustavo,1,7,192.168.56.1,32.1,86.8,90.2,30.3,estavel,critico,critico
2026-05-23 02:34:07,Gustavo,1,7,192.168.56.1,37.6,86.9,90.2,28.43,estavel,critico,critico
2026-05-23 02:34:18,Gustavo,1,7,192.168.56.1,36.7,86.9,90.2,28.73,estavel,critico,critico
2026-05-23 02:34:20,Gustavo,1,7,192.168.56.1,24.1,86.9,90.2,32.93,estavel,critico,critico
2026-05-23 02:34:31,Gustavo,1,7,192.168.56.1,29.5,86.8,90.2,31.17,estavel,critico,critico
2026-05-23 02:34:33,Gustavo,1,7,192.168.56.1,64.0,86.8,90.2,19.67,estavel,critico,critico
2026-05-23 02:34:44,Gustavo,1,7,192.168.56.1,23.2,87.2,90.2,33.13,estavel,critico,critico
2026-05-23 02:34:47,Gustavo,1,7,192.168.56.1,33.3,87.3,90.2,29.73,estavel,critico,critico
2026-05-23 02:34:58,Gustavo,1,7,192.168.56.1,50.0,88.4,90.2,23.8,estavel,critico,critico
2026-05-23 02:35:00,Gustavo,1,7,192.168.56.1,86.9,87.5,90.2,11.8,critico,critico,critico
2026-05-23 02:35:11,Gustavo,1,7,192.168.56.1,83.8,89.0,90.2,12.33,atencao,critico,critico
2026-05-23 02:35:13,Gustavo,1,7,192.168.56.1,52.6,89.1,90.2,22.7,estavel,critico,critico
2026-05-23 02:35:24,Gustavo,1,7,192.168.56.1,37.1,90.2,90.2,27.5,estavel,critico,critico
2026-05-23 02:35:26,Gustavo,1,7,192.168.56.1,38.5,90.4,90.2,26.97,estavel,critico,critico
2026-05-23 02:35:37,Gustavo,1,7,192.168.56.1,39.6,90.9,90.2,26.43,estavel,critico,critico
2026-05-23 02:35:39,Gustavo,1,7,192.168.56.1,59.0,90.6,90.2,20.07,estavel,critico,critico
2026-05-23 02:35:50,Gustavo,1,7,192.168.56.1,40.7,87.7,90.2,27.13,estavel,critico,critico
2026-05-23 02:35:52,Gustavo,1,7,192.168.56.1,46.2,87.8,90.2,25.27,estavel,critico,critico
2026-05-23 02:36:03,Gustavo,1,7,192.168.56.1,42.2,88.2,90.2,26.47,estavel,critico,critico
2026-05-23 02:36:05,Gustavo,1,7,192.168.56.1,27.4,88.2,90.2,31.4,estavel,critico,critico
2026-05-23 02:36:16,Gustavo,1,7,192.168.56.1,63.4,86.3,90.2,20.03,estavel,critico,critico
2026-05-23 02:36:18,Gustavo,1,7,192.168.56.1,80.4,86.3,90.2,14.37,atencao,critico,critico
2026-05-23 02:36:29,Gustavo,1,7,192.168.56.1,17.9,86.7,90.2,35.07,estavel,critico,critico
2026-05-23 02:36:31,Gustavo,1,7,192.168.56.1,20.8,86.6,90.2,34.13,estavel,critico,critico
2026-05-23 02:36:42,Gustavo,1,7,192.168.56.1,21.9,86.5,90.2,33.8,estavel,critico,critico
2026-05-23 02:36:44,Gustavo,1,7,192.168.56.1,36.2,86.4,90.2,29.07,estavel,critico,critico
2026-05-23 02:36:55,Gustavo,1,7,192.168.56.1,26.6,86.1,90.2,32.37,estavel,critico,critico
2026-05-23 02:36:57,Gustavo,1,7,192.168.56.1,19.0,86.1,90.2,34.9,estavel,critico,critico
2026-05-23 02:37:08,Gustavo,1,7,192.168.56.1,16.0,86.5,90.2,35.77,estavel,critico,critico
2026-05-23 02:37:10,Gustavo,1,7,192.168.56.1,21.3,86.5,90.2,34.0,estavel,critico,critico
2026-05-23 02:37:21,Gustavo,1,7,192.168.56.1,29.2,86.6,90.2,31.33,estavel,critico,critico
2026-05-23 02:37:23,Gustavo,1,7,192.168.56.1,13.3,86.6,90.2,36.63,estavel,critico,critico
2026-05-23 02:37:34,Gustavo,1,7,192.168.56.1,45.1,87.1,90.2,25.87,estavel,critico,critico
2026-05-23 02:37:35,Gustavo,1,7,192.168.56.1,14.7,86.6,90.2,36.17,estavel,critico,critico
2026-05-23 02:37:47,Gustavo,1,7,192.168.56.1,19.9,86.7,90.2,34.4,estavel,critico,critico
2026-05-23 02:37:48,Gustavo,1,7,192.168.56.1,21.2,86.8,90.2,33.93,estavel,critico,critico
2026-05-23 02:38:00,Gustavo,1,7,192.168.56.1,55.8,87.3,90.2,22.23,estavel,critico,critico
2026-05-23 02:38:02,Gustavo,1,7,192.168.56.1,55.3,87.2,90.2,22.43,estavel,critico,critico
2026-05-23 02:38:13,Gustavo,1,7,192.168.56.1,22.2,87.2,90.2,33.47,estavel,critico,critico
2026-05-23 02:38:15,Gustavo,1,7,192.168.56.1,24.4,87.3,90.2,32.7,estavel,critico,critico
2026-05-23 02:38:26,Gustavo,1,7,192.168.56.1,21.8,87.4,90.2,33.53,estavel,critico,critico
2026-05-23 02:38:29,Gustavo,1,7,192.168.56.1,57.0,87.4,90.2,21.8,estavel,critico,critico
2026-05-23 02:38:39,Gustavo,1,7,192.168.56.1,35.9,86.9,90.2,29.0,estavel,critico,critico
2026-05-23 02:38:42,Gustavo,1,7,192.168.56.1,34.2,87.0,90.2,29.53,estavel,critico,critico
2026-05-23 02:38:52,Gustavo,1,7,192.168.56.1,74.2,88.0,90.2,15.87,atencao,critico,critico
2026-05-23 02:38:55,Gustavo,1,7,192.168.56.1,79.4,88.3,90.2,14.03,atencao,critico,critico
2026-05-23 02:39:05,Gustavo,1,7,192.168.56.1,67.9,90.2,90.2,17.23,estavel,critico,critico
2026-05-23 02:39:08,Gustavo,1,7,192.168.56.1,64.6,90.7,90.2,18.17,estavel,critico,critico
2026-05-23 02:39:18,Gustavo,1,7,192.168.56.1,33.2,93.2,90.2,27.8,estavel,critico,critico
2026-05-23 02:39:21,Gustavo,1,7,192.168.56.1,34.8,93.2,90.2,27.27,estavel,critico,critico
2026-05-23 02:39:31,Gustavo,1,7,192.168.56.1,39.7,93.2,90.2,25.63,estavel,critico,critico
2026-05-23 02:39:35,Gustavo,1,7,192.168.56.1,22.1,93.1,90.2,31.53,estavel,critico,critico
2026-05-23 02:39:44,Gustavo,1,7,192.168.56.1,25.6,86.6,90.2,32.53,estavel,critico,critico
2026-05-23 02:39:48,Gustavo,1,7,192.168.56.1,13.8,85.0,90.2,37.0,estavel,critico,critico
2026-05-23 02:39:57,Gustavo,1,7,192.168.56.1,12.8,85.0,90.2,37.33,estavel,critico,critico
2026-05-23 02:40:01,Gustavo,1,7,192.168.56.1,18.3,85.3,90.2,35.4,estavel,critico,critico
2026-05-23 02:40:10,Gustavo,1,7,192.168.56.1,49.7,85.6,90.2,24.83,estavel,critico,critico
2026-05-23 02:40:14,Gustavo,1,7,192.168.56.1,19.5,85.4,90.2,34.97,estavel,critico,critico
2026-05-23 02:40:23,Gustavo,1,7,192.168.56.1,11.2,85.6,90.2,37.67,estavel,critico,critico
2026-05-23 02:40:26,Gustavo,1,7,192.168.56.1,15.7,85.6,90.2,36.17,estavel,critico,critico
2026-05-23 02:40:36,Gustavo,1,7,192.168.56.1,25.8,86.0,90.2,32.67,estavel,critico,critico
2026-05-23 02:40:39,Gustavo,1,7,192.168.56.1,27.8,86.1,90.2,31.97,estavel,critico,critico
2026-05-23 02:40:49,Gustavo,1,7,192.168.56.1,11.6,86.1,90.2,37.37,estavel,critico,critico
2026-05-23 02:40:52,Gustavo,1,7,192.168.56.1,16.2,86.1,90.2,35.83,estavel,critico,critico
2026-05-23 02:41:02,Gustavo,1,7,192.168.56.1,35.3,86.2,90.2,29.43,estavel,critico,critico
2026-05-23 02:41:05,Gustavo,1,7,192.168.56.1,16.5,85.7,90.2,35.87,estavel,critico,critico
2026-05-23 02:41:16,Gustavo,1,7,192.168.56.1,32.0,87.3,90.2,30.17,estavel,critico,critico
2026-05-23 02:41:18,Gustavo,1,7,192.168.56.1,38.5,87.7,90.2,27.87,estavel,critico,critico
2026-05-23 02:41:29,Gustavo,1,7,192.168.56.1,23.3,87.3,90.2,33.07,estavel,critico,critico
2026-05-23 02:41:31,Gustavo,1,7,192.168.56.1,12.6,87.5,90.2,36.57,estavel,critico,critico
